feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,label
0.621145604368579,-0.9277017991445193,0.3470100772856455,-0.5358032339306731,1.4622302470861377,0.42145936330329264,0.7108220256441219,-0.39757826368299987,0.16212755380874438,2.4041103269207276,-3.054676633410719,-0.02032471620652964,-0.8972890567346766,2.2160636905627302,-0.4642088927445418,-8.873482415027688,1.1926908360436819,-2.5788179291049147,-3.4397229783289323,-1.6428515060324467,-3.870904881555516,2.9426143532392555,0.21203178392820557,-3.4331432308314644,-0.6966165486492225,0
13.339325994859367,-1.779439093046644,-0.581464511302594,4.942241882814945,1.554355471126343,0.9664579761803234,-0.8072386188833661,1.4164088958252816,0.35899078828350445,-3.799092401598479,-1.1532412178639593,0.996539211204515,1.4217961182700185,1.2965374799140266,0.9116273048723098,5.1456535714889196,0.43956914668996205,-0.8195349402210972,-1.6833309303105355,-1.2230629410436893,9.451256589451853,-6.151686858376824,-1.1267283820165879,8.679567824965893,-1.9898910152332485,0
1.9108460236163318,2.5262347388543667,-0.2551592028027011,0.8167908121898318,-2.069361627496271,-0.8507293583592261,-1.340140674969647,0.9477553899383664,0.978995522479609,-2.4036331906033634,-1.2143711854995733,1.2703173600042632,-1.4873721813054437,-1.8952329623787625,0.06452039774159624,-0.22081012217953108,-2.343960442634429,-0.1643009479993791,0.7405611897017934,-1.0939381567009399,6.134682444336961,0.9687507123895316,-0.6454239192932707,-1.540841450350397,-0.3144482164597892,0
2.658751898976181,-0.3379797305176077,-0.6502940553001082,2.023361607540418,3.0210925758994223,-0.7004465253661175,0.7063575581575128,-0.7351297103051292,-0.8227709988113678,-0.9286428719198917,0.13770001508761465,-0.05339271774194337,0.39306589302351713,0.4528170619001457,-1.6260664628681178,3.713460228088946,-3.1065243892097056,-0.49970611856709235,1.240181679096085,1.0802362179088507,1.3157374818996548,0.35878660555134123,-2.2327778973503727,3.8761033871050823,1.0312077464065466,0
-1.2892568809728409,1.60192854456864,-1.614344668489501,-0.336149342573149,-1.1302447772617237,-1.3521869135206535,-2.1883701029349987,-0.8423179584794002,0.10611737444511775,-0.5764368213467523,0.5319070968732862,-0.9246283681292737,-0.33325722167135163,-1.1938702354110304,-2.3433260162765146,3.241223134158594,-1.3394686327502854,2.5318808051005797,2.8613997692723503,0.09004525940442218,-1.073376581512464,-0.06999895891085872,-1.6932022350503437,1.421237595795822,0.7202756645057525,0
6.3705187241496875,3.715715777899386,3.79099760390603,0.9076594493375456,-1.2442653214983928,1.054741066021547,-1.122998546880348,-1.4732964580955499,0.7599597165015304,-0.21928227541320666,-3.41142913531251,1.723311091348068,-2.1069518419762376,2.027260783902877,-0.918596241426591,-7.316588248198061,1.1898407462229943,-2.0860617321185253,-3.4690636701359177,0.6990792191023978,-0.12493612949625559,0.5212804480714106,-0.29839285273016913,-6.392629960765417,0.4216732541514457,0
1.147558427313872,-0.9187333631572238,-2.271949167507418,-2.736481776303628,-0.6297058819586554,1.6578925407372425,-0.8705632238368168,-0.8498652748529556,-1.3885027659390698,-0.7940466975482635,-0.8204174591407263,1.9978864055392662,-0.5049688516696688,4.043552639256469,0.4248965265312119,-2.866427580103533,0.2590512222453194,-2.0852069342059107,1.4096270852651709,-0.4476197440173612,3.985124426313639,-0.2686956539108638,0.32311076372531344,-4.992417785324658,-1.344547360826596,0
1.642211396199244,4.056049667868024,1.5422537201613937,1.0428466055991192,-1.615046401402985,-0.4587687528330542,0.7279986384413586,0.38673573530291583,-0.7812073872456841,-2.959793783893242,-2.492857581407118,-0.8033106051896267,-1.6739906146692252,-2.2466801996721206,-0.7363246832507848,1.3208480536742966,-2.7155224345757647,0.26058812903542383,1.3031874698004204,0.3109140204624376,2.844055284292964,1.8631818973574417,-0.4440315346102581,-2.749953662167303,0.22385849788249204,0
7.786241529288984,-1.5317379034120984,0.5839908103999373,-2.0647117596237443,1.3632729848343859,-1.4491104165013469,-0.5977659650550795,-0.8886822461178996,0.4359609485184243,-4.893198968851612,-1.8581499112982733,-1.9065214375852952,0.335626429908058,3.683051276393138,-1.1025584013822283,6.201375893177635,1.5424600965981083,-1.2567845940957834,1.5128669777765031,-0.3973323651578148,0.8697330459150412,-3.617421119617198,0.6953637238641266,-2.3088598125841187,0.279843205832015,0
-0.06093666892933258,-2.1477223976861124,-1.7328726564912893,1.56578078799361,2.66227356033387,0.7905220142582795,0.9385593829046478,0.2674917766756566,0.16192841785751438,0.9937328608551219,-2.7544793207755474,0.08302750652872665,-1.0464053475461503,0.3110467918639428,0.35115141141036,-4.347732090457937,-0.6480438774373907,-1.303154505491899,-1.0033954439611987,-0.4564856459255446,-0.6669181035444782,4.140485915216212,0.06421190043621201,1.5288649614020022,-1.3887572288772132,0
2.292447014956507,2.098925702892044,3.994150233293306,-0.5552587841864083,2.0754731551155388,1.4229375577603163,0.9255611632817045,-0.8629452978979854,-0.1073734651156422,-0.4392921375922816,-1.7962686996122483,0.3311604564371013,-0.4349902873196956,1.034215092795389,-1.2429940965491704,2.941051916660972,2.44701141495078,-1.3425412613390875,0.9241207027027567,-0.04830868550599784,-8.167825849631013,0.39335856575970496,-0.310799886029227,-2.5921498430890235,2.1896614389229456,0
2.324801818185362,3.2512634869795938,-3.5261431286839184,6.098702465825903,4.2454725440941345,1.705246784980668,-0.3076558004772939,0.9864928323649566,-0.46268399596697,0.8786658386144449,-2.4263536274452866,0.8491524781745611,0.9210490916269993,-3.503946719202502,-0.2838043674611912,10.043507912307572,-2.2162618069073323,3.7210065007987443,3.9826487942411073,-1.2397605116972157,-1.1780233614442828,-2.6654648976483486,-0.096737879573814,17.168501738582254,-0.4549530843028179,0
0.5614273663040801,7.868741330310038,3.1447641370793624,2.5121251031042924,2.3728745133126243,0.31613434979802746,-0.15202585275663302,-0.0523487838120024,0.03187305227672715,0.6127662452650456,-1.9280723251599277,-0.7405635671715177,-0.23159128602938628,-2.8042821503783735,-3.082276918965445,6.791194415348073,-3.6592729462619777,2.9636125659238974,1.517217545754428,-0.5355409101950728,-6.926348601765186,-1.5422332244533776,0.0062167911173014205,4.819179405597052,0.23960068784866845,0
1.2737094133392963,-2.0608555727540225,-2.69700057509528,-0.4457122427521836,-1.1595372295264688,-0.478839375072755,0.46795180476487896,-2.0424184653369917,0.10323345064020355,1.4276163091519807,1.7350276792414068,-1.5463455802396933,0.4129795901762512,-0.2804648016777955,-0.07251965438559915,-2.7727826232976343,1.8314963897294394,-0.501286546649568,-1.3799789908464568,-0.40536973639320645,2.270848044678812,-1.6720968220112677,-0.5082347308793805,2.8925721631352252,-2.053617921946205,0
-1.0829097163641497,5.999799876348645,-0.6643422680935673,2.3089552149952204,4.379174375637943,0.26124864738363346,-0.3654809993138685,0.1435724372574338,0.8715322594389482,0.6800915162219207,-4.021680379532292,-0.6526185269173445,1.094872117926535,-3.019293421859633,-1.071589453528356,7.630204837064187,-5.5359840598385395,1.5262444581746313,2.38501422071459,-1.5687884570804915,-3.4912403973284283,-1.4679651415448396,1.073398902301647,8.925476844380157,-0.48768648350907345,0
-2.4403526361862435,2.8569843965824133,0.17491691511860674,-1.6725104651505378,-0.48356740884913263,-1.40852760318456,1.5778299994894398,-0.7046930217549418,0.856127240726259,0.6791681100976799,-1.1536258486294215,1.26263384586481,3.538327512846527,3.8845989244890253,-0.9333615717857113,2.5961764948950217,-2.5990319531114316,0.09410274062610036,2.2645769686400845,2.3368960161005865,-1.3695946602439146,-3.598686134145731,-0.1920259505300375,-2.1455725963729826,0.6055476006515005,0
9.693551040561825,-0.04291875433448137,2.5167508111260783,0.4908434342124661,3.243821024978656,-0.02710684317025044,0.3289011011955465,-0.4474866116119343,-0.7514886397105406,-1.700845441760043,-5.5151538627282095,-0.9335276704003446,0.6895998039266196,2.832538244195268,0.49500149890196865,0.5527588641029533,3.459008967094936,-3.663488681013239,-2.7512677116000774,-0.04962673913510901,-2.898778376011371,-3.1213962828196697,0.03141961985440047,0.5902629891516687,0.9682507540878327,0
